epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,130.157,1.10956,2.26,1.36213,0.77501,0.125,0.62771,0.30994,1.40194,3.42444,1.7937,0.00058,0.00058,0.00058
